LSOA Code,Borough,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON
E01000284,E09000003,512.0,864.0,168.0,24.0,8.0,236.0,132.0,640.0,876.0,1316.0
E01000285,E09000003,304.0,540.0,160.0,32.0,28.0,132.0,68.0,228.0,484.0,1124.0
E01000286,E09000003,500.0,640.0,140.0,48.0,40.0,572.0,60.0,748.0,680.0,1972.0
E01000287,E09000003,676.0,716.0,216.0,64.0,8.0,364.0,96.0,360.0,632.0,1324.0
E01000288,E09000003,344.0,784.0,192.0,24.0,28.0,144.0,164.0,304.0,720.0,724.0
E01000289,E09000003,1048.0,980.0,492.0,96.0,84.0,312.0,252.0,540.0,988.0,2144.0
E01000290,E09000003,444.0,852.0,236.0,84.0,36.0,296.0,84.0,704.0,636.0,1204.0
E01000291,E09000003,740.0,836.0,316.0,80.0,44.0,400.0,156.0,532.0,640.0,1632.0
E01000292,E09000003,392.0,800.0,296.0,72.0,48.0,192.0,240.0,1560.0,628.0,1064.0
E01000293,E09000003,468.0,776.0,256.0,36.0,52.0,176.0,108.0,760.0,772.0,908.0
E01000294,E09000003,564.0,568.0,112.0,28.0,12.0,520.0,68.0,1820.0,936.0,2044.0
E01000295,E09000003,412.0,564.0,144.0,36.0,36.0,284.0,192.0,792.0,820.0,896.0
E01000296,E09000003,780.0,992.0,456.0,184.0,64.0,532.0,324.0,3068.0,1060.0,2252.0
E01000297,E09000003,304.0,440.0,120.0,36.0,28.0,64.0,120.0,304.0,672.0,596.0
E01000298,E09000003,648.0,1116.0,388.0,168.0,56.0,468.0,388.0,2404.0,964.0,2092.0
E01000299,E09000003,932.0,1032.0,432.0,188.0,72.0,816.0,504.0,4300.0,956.0,2956.0
E01000300,E09000003,268.0,600.0,132.0,28.0,12.0,72.0,88.0,312.0,712.0,688.0
E01000301,E09000003,164.0,804.0,68.0,28.0,12.0,68.0,100.0,300.0,828.0,364.0
E01000302,E09000003,504.0,856.0,236.0,88.0,24.0,328.0,200.0,1516.0,920.0,1504.0
E01000303,E09000003,136.0,856.0,56.0,16.0,0.0,80.0,60.0,208.0,688.0,396.0
E01000304,E09000003,268.0,748.0,64.0,32.0,8.0,136.0,72.0,268.0,884.0,608.0
E01000305,E09000003,960.0,1372.0,972.0,152.0,108.0,508.0,292.0,1500.0,1976.0,2484.0
E01000306,E09000003,188.0,424.0,148.0,36.0,12.0,56.0,120.0,288.0,908.0,720.0
E01000307,E09000003,1228.0,1228.0,928.0,352.0,120.0,1416.0,880.0,25952.0,3456.0,3628.0
E01000308,E09000003,864.0,956.0,488.0,88.0,48.0,324.0,152.0,672.0,768.0,1888.0
E01000309,E09000003,448.0,788.0,212.0,60.0,16.0,156.0,172.0,360.0,824.0,1112.0
E01000310,E09000003,816.0,1544.0,488.0,156.0,100.0,760.0,424.0,2340.0,1516.0,2736.0
E01000311,E09000003,240.0,1240.0,264.0,56.0,32.0,200.0,252.0,520.0,1220.0,732.0
E01000312,E09000003,476.0,812.0,312.0,96.0,44.0,332.0,136.0,780.0,1004.0,1644.0
E01000313,E09000003,624.0,748.0,472.0,76.0,44.0,380.0,252.0,1464.0,1184.0,1776.0
E01000314,E09000003,604.0,864.0,496.0,88.0,28.0,372.0,256.0,4784.0,1324.0,1732.0
E01000315,E09000003,744.0,1136.0,272.0,128.0,48.0,448.0,252.0,548.0,1200.0,1788.0
E01000316,E09000003,1116.0,1264.0,1044.0,152.0,60.0,716.0,1032.0,6692.0,2864.0,2816.0
E01000317,E09000003,356.0,744.0,140.0,40.0,16.0,168.0,108.0,544.0,884.0,880.0
E01000318,E09000003,440.0,880.0,224.0,48.0,24.0,188.0,192.0,652.0,1072.0,960.0
E01000319,E09000003,252.0,644.0,52.0,20.0,0.0,132.0,88.0,236.0,964.0,716.0
E01000320,E09000003,360.0,824.0,192.0,52.0,16.0,164.0,100.0,480.0,832.0,780.0
E01000321,E09000003,472.0,884.0,328.0,120.0,56.0,304.0,268.0,1884.0,844.0,1564.0
E01000322,E09000003,492.0,844.0,152.0,36.0,24.0,228.0,92.0,1384.0,936.0,1128.0
E01000323,E09000003,1244.0,1276.0,568.0,204.0,120.0,1112.0,772.0,6024.0,1236.0,3620.0
E01000324,E09000003,344.0,812.0,96.0,48.0,32.0,180.0,148.0,416.0,1112.0,1260.0
E01000325,E09000004,348.0,320.0,100.0,56.0,12.0,76.0,52.0,256.0,440.0,628.0
E01000326,E09000004,524.0,420.0,108.0,52.0,16.0,152.0,52.0,228.0,508.0,876.0
E01000327,E09000004,268.0,340.0,152.0,56.0,20.0,108.0,76.0,176.0,328.0,728.0
E01000328,E09000004,848.0,360.0,116.0,52.0,16.0,240.0,56.0,292.0,532.0,1652.0
E01000329,E09000004,496.0,316.0,240.0,64.0,72.0,348.0,120.0,668.0,352.0,1612.0
E01000330,E09000004,1096.0,264.0,884.0,168.0,64.0,1216.0,120.0,556.0,288.0,2556.0
E01000331,E09000004,668.0,440.0,228.0,80.0,28.0,316.0,64.0,556.0,1000.0,1840.0
E01000332,E09000004,488.0,472.0,172.0,48.0,24.0,240.0,80.0,284.0,720.0,820.0
E01000333,E09000004,1092.0,776.0,324.0,120.0,28.0,564.0,208.0,1788.0,736.0,2376.0
E01000334,E09000004,292.0,380.0,184.0,36.0,16.0,128.0,16.0,228.0,472.0,1188.0
E01000335,E09000004,1156.0,1128.0,732.0,252.0,116.0,852.0,300.0,3680.0,2408.0,3520.0
E01000336,E09000004,1056.0,804.0,424.0,144.0,64.0,608.0,212.0,868.0,1208.0,2828.0
E01000337,E09000004,536.0,496.0,216.0,72.0,20.0,212.0,48.0,412.0,744.0,1344.0
E01000338,E09000004,640.0,552.0,468.0,76.0,44.0,260.0,132.0,456.0,848.0,1320.0
E01000339,E09000004,336.0,380.0,132.0,76.0,8.0,140.0,48.0,200.0,524.0,748.0
E01000340,E09000004,236.0,388.0,144.0,40.0,8.0,68.0,68.0,228.0,352.0,684.0
E01000341,E09000004,216.0,208.0,60.0,40.0,8.0,68.0,24.0,128.0,348.0,676.0
E01000342,E09000004,384.0,348.0,96.0,36.0,4.0,140.0,32.0,188.0,340.0,644.0
E01000343,E09000004,456.0,428.0,144.0,52.0,36.0,208.0,36.0,348.0,516.0,940.0
E01000344,E09000004,292.0,440.0,128.0,56.0,16.0,136.0,100.0,804.0,444.0,600.0
E01000345,E09000004,224.0,200.0,80.0,32.0,8.0,56.0,32.0,132.0,384.0,432.0
E01000346,E09000004,192.0,416.0,88.0,24.0,8.0,112.0,28.0,964.0,588.0,596.0
E01000347,E09000004,360.0,308.0,236.0,56.0,44.0,208.0,44.0,496.0,512.0,804.0
E01000348,E09000004,196.0,348.0,60.0,16.0,8.0,44.0,12.0,96.0,504.0,332.0
E01000349,E09000004,312.0,484.0,148.0,32.0,4.0,104.0,28.0,160.0,636.0,396.0
E01000350,E09000004,328.0,404.0,172.0,36.0,20.0,80.0,84.0,764.0,612.0,564.0
E01000351,E09000004,320.0,412.0,104.0,52.0,12.0,68.0,16.0,156.0,712.0,508.0
E01000352,E09000004,616.0,560.0,320.0,84.0,32.0,368.0,84.0,2156.0,832.0,1616.0
E01000353,E09000004,200.0,240.0,72.0,20.0,16.0,116.0,20.0,556.0,464.0,468.0
E01000354,E09000004,336.0,232.0,92.0,68.0,16.0,176.0,24.0,200.0,420.0,972.0
E01000355,E09000004,308.0,312.0,132.0,36.0,12.0,76.0,40.0,352.0,344.0,476.0
E01000356,E09000004,300.0,436.0,144.0,92.0,20.0,236.0,112.0,1384.0,416.0,648.0
E01000357,E09000004,156.0,228.0,32.0,12.0,8.0,72.0,32.0,80.0,412.0,432.0
E01000358,E09000004,356.0,312.0,108.0,20.0,8.0,180.0,40.0,1388.0,376.0,704.0
E01000359,E09000004,216.0,328.0,120.0,28.0,8.0,108.0,60.0,692.0,420.0,364.0
E01000360,E09000004,1752.0,944.0,1880.0,272.0,200.0,1544.0,612.0,8864.0,1248.0,7060.0
E01000361,E09000004,212.0,264.0,52.0,28.0,12.0,116.0,28.0,156.0,384.0,608.0
E01000362,E09000004,1424.0,676.0,1644.0,340.0,176.0,1760.0,624.0,11844.0,1024.0,4840.0
E01000363,E09000004,280.0,372.0,120.0,20.0,0.0,100.0,32.0,284.0,492.0,620.0
E01000364,E09000004,340.0,556.0,176.0,36.0,16.0,84.0,24.0,204.0,692.0,684.0
E01000365,E09000004,564.0,344.0,256.0,80.0,40.0,392.0,140.0,1640.0,384.0,1352.0
E01000366,E09000004,360.0,368.0,144.0,44.0,28.0,180.0,92.0,332.0,492.0,1076.0
E01000367,E09000004,740.0,560.0,172.0,88.0,52.0,332.0,64.0,604.0,756.0,1896.0
E01000368,E09000004,556.0,200.0,224.0,72.0,16.0,300.0,20.0,256.0,484.0,1644.0
E01000369,E09000004,396.0,244.0,124.0,72.0,16.0,200.0,40.0,240.0,596.0,1040.0
E01000370,E09000004,388.0,348.0,208.0,52.0,16.0,212.0,64.0,536.0,408.0,784.0
E01000371,E09000004,284.0,248.0,100.0,52.0,12.0,76.0,4.0,148.0,564.0,684.0
E01000372,E09000004,572.0,472.0,360.0,556.0,48.0,340.0,60.0,576.0,636.0,1632.0
E01000373,E09000004,740.0,452.0,336.0,68.0,20.0,280.0,52.0,648.0,716.0,1376.0
E01000374,E09000004,724.0,404.0,232.0,72.0,40.0,340.0,76.0,716.0,944.0,1824.0
E01000375,E09000004,764.0,472.0,224.0,72.0,28.0,284.0,84.0,740.0,948.0,1388.0
E01000376,E09000004,760.0,472.0,164.0,60.0,28.0,192.0,80.0,416.0,636.0,1128.0
E01000377,E09000004,472.0,416.0,128.0,44.0,28.0,188.0,20.0,332.0,720.0,1096.0
E01000379,E09000004,384.0,388.0,136.0,80.0,12.0,216.0,44.0,252.0,548.0,1160.0
E01000380,E09000004,416.0,488.0,140.0,60.0,12.0,192.0,48.0,400.0,812.0,1272.0
E01000381,E09000004,432.0,412.0,228.0,68.0,16.0,332.0,52.0,396.0,652.0,1284.0
E01000382,E09000004,220.0,396.0,80.0,20.0,28.0,120.0,24.0,252.0,476.0,880.0
E01000383,E09000004,552.0,760.0,116.0,40.0,20.0,228.0,80.0,624.0,712.0,1016.0
E01000384,E09000004,400.0,448.0,108.0,40.0,12.0,148.0,56.0,268.0,552.0,876.0
E01000385,E09000004,1312.0,876.0,288.0,144.0,60.0,524.0,120.0,1424.0,1524.0,2672.0
E01000386,E09000004,856.0,588.0,204.0,116.0,52.0,492.0,100.0,1836.0,1760.0,1864.0
E01000387,E09000004,268.0,284.0,88.0,24.0,0.0,100.0,40.0,224.0,364.0,640.0
E01000388,E09000004,296.0,448.0,236.0,32.0,20.0,136.0,68.0,308.0,352.0,676.0
E01000389,E09000004,480.0,560.0,652.0,72.0,24.0,332.0,128.0,656.0,592.0,1300.0
E01000390,E09000004,276.0,520.0,316.0,48.0,24.0,172.0,92.0,300.0,488.0,708.0
E01000391,E09000004,280.0,424.0,312.0,36.0,4.0,112.0,36.0,244.0,464.0,988.0
E01000392,E09000004,1096.0,624.0,628.0,240.0,64.0,788.0,268.0,3544.0,904.0,3256.0
E01000393,E09000004,384.0,320.0,192.0,48.0,36.0,168.0,36.0,1360.0,720.0,1004.0
E01000394,E09000004,308.0,360.0,284.0,52.0,12.0,252.0,80.0,792.0,340.0,980.0
E01000395,E09000004,204.0,428.0,112.0,60.0,12.0,100.0,72.0,1400.0,636.0,612.0
E01000396,E09000004,204.0,320.0,92.0,20.0,0.0,44.0,16.0,116.0,708.0,324.0
E01000398,E09000004,260.0,500.0,120.0,68.0,8.0,136.0,48.0,164.0,416.0,896.0
E01000399,E09000004,240.0,344.0,200.0,56.0,32.0,140.0,52.0,260.0,836.0,796.0
E01000400,E09000004,372.0,464.0,140.0,68.0,28.0,200.0,72.0,356.0,484.0,996.0
E01000401,E09000004,708.0,568.0,244.0,96.0,36.0,344.0,116.0,792.0,664.0,1580.0
E01000402,E09000004,580.0,520.0,264.0,76.0,28.0,180.0,32.0,380.0,844.0,1420.0
E01000403,E09000004,1864.0,1352.0,2124.0,268.0,216.0,1512.0,648.0,9736.0,2408.0,5080.0
E01000404,E09000004,1448.0,976.0,584.0,184.0,120.0,708.0,240.0,1104.0,1392.0,3868.0
E01000405,E09000004,592.0,728.0,368.0,108.0,32.0,320.0,116.0,544.0,1020.0,1912.0
E01000406,E09000004,728.0,592.0,332.0,104.0,52.0,432.0,104.0,832.0,816.0,2332.0
E01000407,E09000004,424.0,476.0,148.0,72.0,28.0,224.0,84.0,556.0,664.0,992.0
E01000408,E09000004,1024.0,984.0,404.0,204.0,60.0,408.0,176.0,1188.0,1608.0,2184.0
E01000409,E09000004,184.0,360.0,36.0,24.0,8.0,60.0,24.0,92.0,348.0,372.0
E01000410,E09000004,420.0,332.0,68.0,52.0,24.0,184.0,36.0,888.0,500.0,908.0
E01000411,E09000004,240.0,416.0,124.0,76.0,4.0,124.0,4.0,132.0,500.0,388.0
E01000412,E09000004,352.0,592.0,120.0,64.0,28.0,152.0,48.0,368.0,744.0,1032.0
E01000413,E09000004,452.0,524.0,256.0,68.0,16.0,284.0,64.0,1028.0,440.0,840.0
E01000414,E09000004,948.0,920.0,620.0,176.0,92.0,820.0,284.0,4288.0,704.0,2644.0
E01000415,E09000004,168.0,320.0,60.0,28.0,4.0,24.0,24.0,100.0,360.0,564.0
E01000416,E09000004,956.0,576.0,864.0,120.0,132.0,476.0,264.0,3552.0,1328.0,2524.0
E01000417,E09000004,524.0,504.0,436.0,68.0,52.0,304.0,148.0,1040.0,1116.0,1180.0
E01000418,E09000004,520.0,628.0,184.0,68.0,20.0,196.0,52.0,380.0,1056.0,1336.0
E01000419,E09000004,264.0,400.0,104.0,36.0,20.0,100.0,32.0,176.0,520.0,492.0
E01000420,E09000004,340.0,408.0,88.0,24.0,12.0,84.0,36.0,188.0,468.0,616.0
E01000421,E09000004,196.0,300.0,72.0,8.0,8.0,44.0,24.0,156.0,488.0,280.0
E01000422,E09000004,764.0,536.0,448.0,80.0,44.0,268.0,192.0,544.0,1308.0,1916.0
E01000423,E09000004,160.0,432.0,36.0,20.0,4.0,48.0,28.0,164.0,592.0,300.0
E01000424,E09000004,328.0,468.0,100.0,12.0,12.0,128.0,44.0,680.0,908.0,544.0
E01000425,E09000004,152.0,400.0,88.0,16.0,12.0,48.0,4.0,216.0,632.0,268.0
E01000426,E09000004,300.0,400.0,72.0,40.0,24.0,116.0,28.0,376.0,596.0,768.0
E01000427,E09000004,584.0,492.0,96.0,60.0,12.0,224.0,48.0,644.0,732.0,1080.0
E01000428,E09000004,1212.0,788.0,376.0,84.0,48.0,456.0,84.0,1460.0,1816.0,2944.0
E01000429,E09000004,1216.0,1000.0,708.0,220.0,48.0,492.0,140.0,852.0,1468.0,3016.0
E01000430,E09000004,740.0,528.0,280.0,144.0,52.0,276.0,56.0,704.0,1108.0,1768.0
E01000431,E09000004,1136.0,652.0,604.0,96.0,36.0,412.0,132.0,620.0,888.0,2360.0
E01000433,E09000004,1268.0,676.0,776.0,152.0,52.0,708.0,204.0,1164.0,1260.0,3392.0
E01000434,E09000004,788.0,316.0,360.0,124.0,56.0,356.0,104.0,496.0,472.0,2312.0
E01000435,E09000004,624.0,412.0,272.0,124.0,20.0,236.0,92.0,3112.0,656.0,1672.0
E01000436,E09000004,128.0,232.0,92.0,28.0,4.0,60.0,40.0,156.0,452.0,452.0
E01000437,E09000004,648.0,312.0,244.0,32.0,12.0,124.0,36.0,188.0,472.0,764.0
E01000438,E09000004,784.0,404.0,100.0,36.0,16.0,144.0,40.0,224.0,624.0,1400.0
E01000439,E09000004,908.0,428.0,348.0,120.0,56.0,536.0,124.0,1944.0,704.0,2188.0
E01000440,E09000004,252.0,228.0,40.0,48.0,12.0,52.0,28.0,96.0,348.0,488.0
E01000441,E09000004,904.0,540.0,312.0,108.0,48.0,380.0,112.0,1308.0,644.0,2344.0
E01000442,E09000004,312.0,364.0,160.0,48.0,0.0,100.0,44.0,200.0,724.0,720.0
E01000443,E09000004,380.0,408.0,72.0,36.0,20.0,104.0,36.0,196.0,400.0,584.0
E01000444,E09000004,304.0,552.0,68.0,28.0,8.0,48.0,36.0,256.0,540.0,540.0
E01000445,E09000004,264.0,388.0,64.0,24.0,28.0,84.0,64.0,1048.0,384.0,616.0
E01000446,E09000004,308.0,380.0,56.0,72.0,16.0,108.0,44.0,168.0,584.0,716.0
E01000447,E09000004,996.0,752.0,584.0,240.0,36.0,464.0,100.0,1364.0,2188.0,2228.0
E01000448,E09000004,200.0,372.0,96.0,28.0,12.0,100.0,4.0,152.0,352.0,328.0
E01000449,E09000004,180.0,336.0,108.0,36.0,4.0,72.0,80.0,292.0,856.0,476.0
E01000450,E09000004,464.0,384.0,348.0,80.0,32.0,180.0,76.0,332.0,608.0,1360.0
E01000451,E09000004,268.0,348.0,100.0,28.0,32.0,144.0,56.0,188.0,448.0,868.0
E01000452,E09000004,176.0,204.0,72.0,28.0,8.0,84.0,44.0,160.0,552.0,580.0
E01000453,E09000004,300.0,340.0,92.0,8.0,16.0,156.0,44.0,196.0,568.0,804.0
E01000454,E09000004,536.0,360.0,184.0,76.0,44.0,236.0,72.0,324.0,484.0,1388.0
E01000455,E09000004,304.0,348.0,100.0,24.0,8.0,108.0,76.0,320.0,480.0,960.0
E01000456,E09000004,164.0,280.0,64.0,28.0,12.0,32.0,0.0,108.0,392.0,400.0
E01000457,E09000004,1136.0,1004.0,568.0,188.0,64.0,784.0,304.0,4400.0,1104.0,2568.0
E01000458,E09000004,168.0,308.0,80.0,32.0,4.0,80.0,36.0,204.0,464.0,384.0
E01000459,E09000004,520.0,580.0,144.0,76.0,12.0,340.0,56.0,608.0,700.0,1468.0
E01000460,E09000004,248.0,380.0,172.0,12.0,20.0,80.0,72.0,176.0,468.0,364.0
E01000461,E09000004,296.0,460.0,84.0,28.0,12.0,100.0,40.0,252.0,496.0,588.0
E01000462,E09000004,836.0,692.0,540.0,116.0,48.0,572.0,148.0,1784.0,992.0,2016.0
E01000463,E09000004,136.0,484.0,84.0,20.0,4.0,36.0,44.0,144.0,408.0,308.0
E01000464,E09000004,616.0,212.0,188.0,64.0,20.0,304.0,80.0,324.0,1012.0,1452.0
E01000465,E09000004,820.0,276.0,420.0,112.0,56.0,264.0,88.0,408.0,1100.0,1784.0
E01000466,E09000004,940.0,496.0,744.0,100.0,132.0,452.0,272.0,1080.0,1232.0,2788.0
E01000467,E09000004,588.0,448.0,296.0,32.0,16.0,192.0,104.0,656.0,692.0,1656.0
E01000468,E09000004,824.0,848.0,308.0,152.0,40.0,252.0,120.0,788.0,952.0,3040.0
E01000469,E09000004,440.0,644.0,176.0,68.0,20.0,204.0,68.0,488.0,616.0,1612.0
E01000470,E09000004,900.0,884.0,704.0,108.0,56.0,408.0,216.0,724.0,1144.0,2316.0
E01000471,E09000005,364.0,256.0,204.0,76.0,8.0,104.0,128.0,340.0,440.0,904.0
E01000472,E09000005,764.0,660.0,592.0,152.0,56.0,496.0,260.0,4204.0,1448.0,2296.0
E01000473,E09000005,1028.0,856.0,696.0,140.0,160.0,504.0,764.0,2476.0,780.0,3376.0
E01000474,E09000005,412.0,392.0,200.0,80.0,8.0,144.0,324.0,284.0,380.0,1328.0
E01000475,E09000005,572.0,816.0,632.0,80.0,64.0,468.0,384.0,2888.0,1184.0,2236.0
E01000476,E09000005,444.0,584.0,268.0,48.0,32.0,220.0,268.0,336.0,704.0,1500.0
E01000477,E09000005,768.0,1176.0,624.0,92.0,56.0,288.0,420.0,752.0,1624.0,2168.0
E01000478,E09000005,692.0,572.0,368.0,120.0,52.0,244.0,280.0,416.0,824.0,1940.0
E01000479,E09000005,340.0,824.0,380.0,88.0,20.0,144.0,116.0,408.0,976.0,1356.0
E01000480,E09000005,232.0,932.0,228.0,56.0,16.0,72.0,132.0,344.0,768.0,956.0
E01000481,E09000005,312.0,552.0,328.0,80.0,16.0,172.0,204.0,528.0,696.0,1396.0
E01000483,E09000005,680.0,508.0,672.0,84.0,80.0,456.0,284.0,3504.0,800.0,2396.0
E01000484,E09000005,448.0,448.0,340.0,76.0,44.0,348.0,140.0,428.0,384.0,1716.0
E01000485,E09000005,352.0,444.0,244.0,60.0,16.0,168.0,124.0,272.0,508.0,1096.0
E01000486,E09000005,220.0,680.0,164.0,28.0,16.0,48.0,116.0,224.0,420.0,664.0
E01000487,E09000005,616.0,984.0,420.0,76.0,40.0,296.0,228.0,924.0,784.0,1796.0
E01000488,E09000005,388.0,680.0,244.0,72.0,24.0,176.0,216.0,420.0,904.0,1184.0
E01000489,E09000005,448.0,984.0,508.0,56.0,60.0,292.0,216.0,1220.0,928.0,1680.0
E01000490,E09000005,612.0,1472.0,1060.0,124.0,84.0,704.0,388.0,3832.0,1164.0,2396.0
E01000491,E09000005,436.0,1376.0,620.0,64.0,36.0,196.0,284.0,876.0,1252.0,1516.0
E01000492,E09000005,224.0,572.0,204.0,60.0,4.0,104.0,104.0,432.0,892.0,768.0
E01000493,E09000005,260.0,756.0,220.0,16.0,28.0,104.0,148.0,408.0,688.0,812.0
E01000494,E09000005,280.0,932.0,336.0,60.0,24.0,224.0,212.0,1064.0,820.0,1304.0
E01000495,E09000005,528.0,1104.0,860.0,56.0,48.0,384.0,316.0,3168.0,1204.0,1528.0
E01000497,E09000005,620.0,1084.0,624.0,128.0,28.0,548.0,436.0,3688.0,2128.0,2316.0
E01000498,E09000005,560.0,704.0,324.0,84.0,40.0,292.0,252.0,500.0,1060.0,1736.0
E01000499,E09000005,748.0,1296.0,680.0,100.0,56.0,492.0,404.0,1528.0,1748.0,2108.0
E01000501,E09000005,536.0,680.0,352.0,112.0,44.0,220.0,208.0,508.0,940.0,1828.0
E01000502,E09000005,528.0,756.0,488.0,68.0,112.0,332.0,296.0,648.0,1252.0,2224.0
E01000503,E09000005,560.0,948.0,616.0,52.0,48.0,360.0,220.0,532.0,1596.0,1716.0
E01000504,E09000005,380.0,740.0,292.0,48.0,20.0,304.0,284.0,1040.0,1028.0,1672.0
E01000505,E09000005,380.0,748.0,260.0,60.0,24.0,244.0,156.0,432.0,860.0,1168.0
E01000506,E09000005,788.0,812.0,1496.0,84.0,132.0,568.0,408.0,4020.0,1316.0,2564.0
E01000507,E09000005,300.0,708.0,580.0,68.0,36.0,212.0,388.0,544.0,796.0,1320.0
E01000508,E09000005,944.0,980.0,2208.0,272.0,128.0,1108.0,592.0,1904.0,1248.0,4160.0
E01000509,E09000005,508.0,812.0,464.0,56.0,32.0,212.0,268.0,444.0,1100.0,1556.0
E01000510,E09000005,1824.0,1252.0,1756.0,148.0,256.0,1572.0,980.0,3652.0,1384.0,5212.0
E01000511,E09000005,388.0,896.0,488.0,64.0,32.0,252.0,260.0,504.0,1140.0,1616.0
E01000512,E09000005,420.0,796.0,484.0,68.0,44.0,224.0,256.0,568.0,1228.0,1292.0
E01000513,E09000005,264.0,520.0,296.0,40.0,28.0,132.0,176.0,376.0,796.0,856.0
E01000514,E09000005,208.0,588.0,140.0,20.0,8.0,180.0,88.0,248.0,756.0,924.0
E01000515,E09000005,840.0,792.0,844.0,76.0,80.0,456.0,544.0,896.0,920.0,2532.0
E01000516,E09000005,756.0,804.0,584.0,172.0,68.0,652.0,268.0,2296.0,1168.0,2440.0
E01000517,E09000005,472.0,652.0,580.0,80.0,52.0,388.0,372.0,1924.0,724.0,1240.0
E01000518,E09000005,440.0,800.0,316.0,44.0,32.0,136.0,172.0,508.0,1156.0,1372.0
E01000519,E09000005,464.0,732.0,392.0,52.0,52.0,292.0,240.0,644.0,804.0,1588.0
E01000520,E09000005,380.0,688.0,320.0,92.0,88.0,304.0,224.0,576.0,860.0,1632.0
E01000521,E09000005,1276.0,1040.0,3960.0,224.0,360.0,964.0,908.0,2580.0,1360.0,5240.0
E01000522,E09000005,672.0,764.0,864.0,120.0,40.0,280.0,280.0,552.0,1168.0,2212.0
E01000523,E09000005,1164.0,1220.0,2268.0,188.0,196.0,964.0,736.0,2088.0,1636.0,4696.0
E01000524,E09000005,1748.0,1520.0,2344.0,208.0,284.0,2132.0,1084.0,8276.0,1444.0,7316.0
E01000525,E09000005,840.0,812.0,1588.0,136.0,64.0,452.0,468.0,1080.0,1160.0,2668.0
E01000526,E09000005,1200.0,1188.0,2824.0,180.0,156.0,764.0,624.0,1244.0,936.0,3920.0
E01000527,E09000005,744.0,728.0,876.0,104.0,88.0,380.0,316.0,788.0,1088.0,2460.0
E01000528,E09000005,564.0,668.0,1228.0,92.0,52.0,360.0,216.0,536.0,812.0,2088.0
E01000530,E09000005,264.0,832.0,344.0,28.0,40.0,144.0,176.0,608.0,1172.0,1048.0
E01000531,E09000005,516.0,880.0,560.0,100.0,32.0,452.0,300.0,1640.0,1160.0,2300.0
E01000532,E09000005,336.0,576.0,648.0,56.0,60.0,256.0,264.0,900.0,1012.0,1376.0
E01000533,E09000005,1172.0,1368.0,1780.0,152.0,192.0,828.0,928.0,2216.0,1512.0,5036.0
E01000534,E09000005,388.0,656.0,260.0,24.0,24.0,112.0,120.0,468.0,1292.0,1192.0
E01000535,E09000005,648.0,836.0,1072.0,100.0,80.0,516.0,432.0,1228.0,1552.0,2636.0
E01000536,E09000005,372.0,684.0,392.0,72.0,16.0,264.0,160.0,2312.0,1112.0,1168.0
E01000538,E09000005,220.0,588.0,284.0,40.0,16.0,100.0,148.0,356.0,704.0,816.0
E01000539,E09000005,164.0,580.0,364.0,12.0,4.0,64.0,144.0,232.0,564.0,440.0
E01000540,E09000005,224.0,616.0,96.0,32.0,12.0,44.0,80.0,232.0,600.0,560.0
E01000541,E09000005,396.0,768.0,596.0,40.0,36.0,200.0,220.0,500.0,632.0,1204.0
E01000543,E09000005,584.0,728.0,872.0,120.0,68.0,560.0,536.0,2512.0,724.0,2060.0
E01000544,E09000005,636.0,532.0,544.0,72.0,96.0,312.0,204.0,564.0,532.0,1740.0
E01000545,E09000005,1160.0,1472.0,1652.0,172.0,116.0,1088.0,832.0,3580.0,1472.0,3436.0
E01000546,E09000005,488.0,848.0,308.0,72.0,44.0,372.0,300.0,1252.0,1196.0,1700.0
E01000547,E09000005,500.0,660.0,228.0,68.0,12.0,204.0,240.0,700.0,880.0,1288.0
E01000548,E09000005,1248.0,1292.0,1128.0,252.0,92.0,1360.0,772.0,5956.0,1124.0,4520.0
E01000549,E09000005,444.0,1036.0,196.0,20.0,16.0,192.0,160.0,620.0,1216.0,1044.0
E01000550,E09000005,900.0,960.0,980.0,120.0,156.0,632.0,552.0,1784.0,1136.0,2460.0
E01000551,E09000005,808.0,680.0,1136.0,104.0,116.0,432.0,324.0,1092.0,896.0,2496.0
E01000552,E09000005,452.0,492.0,692.0,68.0,80.0,260.0,196.0,568.0,580.0,1952.0
E01000553,E09000005,840.0,676.0,616.0,72.0,60.0,496.0,304.0,2168.0,1552.0,2932.0
E01000554,E09000005,472.0,624.0,376.0,72.0,24.0,240.0,188.0,852.0,1260.0,1336.0
E01000555,E09000005,288.0,896.0,188.0,64.0,12.0,132.0,192.0,480.0,1044.0,1024.0
E01000556,E09000005,1224.0,1520.0,1100.0,192.0,148.0,1020.0,760.0,2944.0,1212.0,4304.0
E01000557,E09000005,384.0,816.0,264.0,60.0,12.0,232.0,196.0,680.0,964.0,1492.0
E01000558,E09000005,520.0,1332.0,488.0,72.0,60.0,272.0,248.0,1120.0,1504.0,1388.0
E01000559,E09000005,512.0,880.0,512.0,84.0,64.0,324.0,172.0,1096.0,992.0,1432.0
E01000560,E09000005,396.0,1108.0,356.0,24.0,20.0,188.0,192.0,624.0,1232.0,896.0
